"school_name","major_group","grand_total"
"EvergreenEL","Clerical Substitutes",1632
"EvergreenEL","Clerical Support",179494
"EvergreenEL","Coaches Instructional",22097
"EvergreenEL","Coaches Instructional",81342
"EvergreenEL","Coaches Instructional",100430
"EvergreenEL","Common Core State Standards",63980
"EvergreenEL","Counselors, Pupil Services & Attendance (Psa)",62640
"EvergreenEL","Custodial Supplies",6126
"EvergreenEL","Custodians",165710
"EvergreenEL","Differentials/Longevities",1436
"EvergreenEL","General Supplies",15079
"EvergreenEL","Instructional Materials",1000
"EvergreenEL","Instructional Materials",8500
"EvergreenEL","Instructional Materials",10000
"EvergreenEL","Instructional Materials",13696
"EvergreenEL","Instructional Materials",122373
"EvergreenEL","Library Aides",11470
"EvergreenEL","Nurses",19790
"EvergreenEL","Nurses",79161
"EvergreenEL","Parent Involvement",1229
"EvergreenEL","Parent Involvement",10140
"EvergreenEL","Psychiatric Social Workers",62640
"EvergreenEL","Psychologists",5220
"EvergreenEL","Psychologists",36541
"EvergreenEL","Psychologists",62640
"EvergreenEL","School Readiness Language Development Program",117674
"EvergreenEL","Sped-Allocation To Schools For Compliance",5355
"EvergreenEL","Sped-Assistants",254683
"EvergreenEL","Sped-Ima Allocation To Schools",370
"EvergreenEL","Sped-Teacher-Resource Specialist Program",95494
"EvergreenEL","Sped-Teacher-Special Day Program",195924
"EvergreenEL","Substitutes-Day To Day And Long-Term",2000
"EvergreenEL","Substitutes-Day To Day And Long-Term",4426
"EvergreenEL","Substitutes-Day To Day And Long-Term",5289
"EvergreenEL","Substitutes-Day To Day And Long-Term",112540
"EvergreenEL","Teacher Assistants",1000
"EvergreenEL","Teacher Assistants",34820
"EvergreenEL","Teacher Assistants",80114
"EvergreenEL","Teachers",2250
"EvergreenEL","Teachers",98954
"EvergreenEL","Teachers",395816
"EvergreenEL","Teachers",3361675
"EvergreenEL","Telephone",300
"EvergreenEL","Temporary Personnel Account",19514
"EvergreenHS","Options Program",47
"EvergreenHS","Options Program",381
"EvergreenHS","Options Program",396
"EvergreenHS","Options Program",635
"EvergreenHS","Options Program",905
"EvergreenHS","Options Program",2956
"EvergreenHS","Options Program",7404
"EvergreenHS","Options Program",7630
"EvergreenHS","Options Program",8601
"EvergreenHS","Options Program",17150
"EvergreenHS","Options Program",19103
"EvergreenHS","Options Program",20427
"EvergreenHS","Options Program",578542
"EvergreenHS","Sped-Options",243
"EvergreenHS","Sped-Options",1212
"EvergreenHS","Sped-Options",49500
"EvergreenHS","Sped-Options",95494
"FairAveEEC","Early Childhood Development",1018641
"FairAveEEC","Housekeepers",59103
"FairAveEEC","Instructional Materials",9100
"FairAveEEC","Sped-Allocation To Schools For Compliance",829
"FairAveEEC","Sped-Assistants-Preschool",49500
"FairAveEEC","Sped-Ima Allocation To Schools",150
"FairAveEEC","Sped-Teacher-Special Day Program-Preschool",95494
"FairburnEL","Administrators (Principals & Assistant Principals)",137098
"FairburnEL","Arts Program",19098
"FairburnEL","Cafeteria",80177
"FairburnEL","Campus Aides",21030
"FairburnEL","Certificated Supplemental Time (X, Z, & Professional Development)",6250
"FairburnEL","Clerical Substitutes",846
"FairburnEL","Clerical Support",124665
"FairburnEL","Common Core State Standards",8664
"FairburnEL","Custodial Supplies",3855
"FairburnEL","Custodians",127062
"FairburnEL","General Supplies",7531
"FairburnEL","Instructional Materials",7088
"FairburnEL","Nurses",19790
"FairburnEL","Psychologists",5220
"FairburnEL","Sped-Allocation To Schools For Compliance",1722
"FairburnEL","Sped-Assistants",145174
"FairburnEL","Sped-Ima Allocation To Schools",13
"FairburnEL","Sped-Teacher-Resource Specialist Program",73132
"FairburnEL","Substitutes-Day To Day And Long-Term",653
"FairburnEL","Substitutes-Day To Day And Long-Term",5000
"FairburnEL","Substitutes-Day To Day And Long-Term",59580
"FairburnEL","Teachers",1702716
"FairburnEL","Temporary Personnel Account",9746
"FairburnEL","Testing",0
"FairEL","Administrators (Principals & Assistant Principals)",143738
"FairEL","Advisors",201772
"FairEL","Afterschool Programs",897
"FairEL","Afterschool Programs",2692
"FairEL","Afterschool Programs",20530
"FairEL","Afterschool Programs",114696
"FairEL","Arts Program",38196
"FairEL","Cafeteria",292389
"FairEL","Campus Aides",21030
"FairEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"FairEL","Certificated Supplemental Time (X, Z, & Professional Development)",5672
"FairEL","Certificated Supplemental Time (X, Z, & Professional Development)",16297
"FairEL","Certificated Supplemental Time (X, Z, & Professional Development)",121618
"FairEL","Classified Overtime, X & Z Time",2000
"FairEL","Clerical Substitutes",1730
"FairEL","Clerical Support",176673
"FairEL","Coaches Instructional",22097
"FairEL","Coaches Instructional",51080
"FairEL","Coaches Instructional",81342
"FairEL","Common Core State Standards",68810
"FairEL","Custodial Overtime & Relief",3000
"FairEL","Custodial Supplies",5857
"FairEL","Custodians",38180
"FairEL","Custodians",136097
"FairEL","Differentials/Longevities",2872
"FairEL","General Supplies",16116
"FairEL","Indirect Cost",1071
"FairEL","Indirect Cost",5735
"FairEL","Instructional Aides",11446
"FairEL","Instructional Materials",1000
"FairEL","Instructional Materials",1790
"FairEL","Instructional Materials",9580
"FairEL","Instructional Materials",21000
"FairEL","Nurses",19790
"FairEL","Nurses",19791
"FairEL","Nurses",59370
"FairEL","Parent Involvement",9780
"FairEL","Psychologists",5220
"FairEL","Psychologists",36543
"FairEL","Psychologists",62640
"FairEL","School Readiness Language Development Program",117674
"FairEL","Sped-Allocation To Schools For Compliance",6120
"FairEL","Sped-Assistants",46174
"FairEL","Sped-Assistants",209706
"FairEL","Sped-Ima Allocation To Schools",485
"FairEL","Sped-Teacher-Resource Specialist Program",92166
"FairEL","Sped-Teacher-Special Day Program",435631
"FairEL","Substitutes-Day To Day And Long-Term",1655
"FairEL","Substitutes-Day To Day And Long-Term",3389
"FairEL","Substitutes-Day To Day And Long-Term",119160
"FairEL","Teacher Assistants",154522
"FairEL","Teachers",27000
"FairEL","Teachers",3438437
"FairEL","Telephone",600
"FairEL","Temporary Personnel Account",25900
"FairfaxSH","Accelerated Academic Literacy",15303
"FairfaxSH","Administrators (Assistant Principal - Secondary Counseling Services)",128296
"FairfaxSH","Administrators (Principals & Assistant Principals)",522258
"FairfaxSH","Adult Education/ Regional Occupation Center/Programs",173782
"FairfaxSH","Advisors",59740
"FairfaxSH","Athletics",30604
"FairfaxSH","Cafeteria",378210
"FairfaxSH","Campus Aides",96004
"FairfaxSH","Categorical Program Advisors",100390
"FairfaxSH","Certificated Supplemental Time (X, Z, & Professional Development)",840
"FairfaxSH","Certificated Supplemental Time (X, Z, & Professional Development)",1389
"FairfaxSH","Certificated Supplemental Time (X, Z, & Professional Development)",2828
"FairfaxSH","Certificated Supplemental Time (X, Z, & Professional Development)",33000
"FairfaxSH","Certificated Supplemental Time (X, Z, & Professional Development)",81375
"FairfaxSH","Clerical Substitutes",2899
"FairfaxSH","Clerical Support",36396
"FairfaxSH","Clerical Support",54829
"FairfaxSH","Clerical Support",295650
"FairfaxSH","Coaches Instructional",21773
"FairfaxSH","Coaches Instructional",58763
"FairfaxSH","Coaches Instructional",80163
"FairfaxSH","Coordinators",58045
"FairfaxSH","Counseling Time (Registration)",8728
"FairfaxSH","Counselors",98954
"FairfaxSH","Counselors",377623
"FairfaxSH","Counselors, Pupil Services & Attendance (Psa)",62640
"FairfaxSH","Custodial Supplies",17965
"FairfaxSH","Custodians",546294
"FairfaxSH","Differentials/Longevities",718
"FairfaxSH","Differentials/Longevities",7982
"FairfaxSH","Donations",0
"FairfaxSH","Employee Benefits/Adjustments/Public Employee Retirements",-25701
"FairfaxSH","Employee Benefits/Adjustments/Public Employee Retirements",-17134
"FairfaxSH","Financial Managers",83602
"FairfaxSH","General Supplies",7832
"FairfaxSH","Instructional Materials",3714
"FairfaxSH","Instructional Materials",164500
"FairfaxSH","Nurses",9895
"FairfaxSH","Nurses",29671
"FairfaxSH","Nurses",29686
"FairfaxSH","Parent Involvement",4324
"FairfaxSH","Parent Involvement",15552
"FairfaxSH","Parent Involvement",18504
"FairfaxSH","Psychologists",10440
"FairfaxSH","Sped-Allocation To Schools For Compliance",13770
"FairfaxSH","Sped-Assistants",267882
"FairfaxSH","Sped-Assistants",1341746
"FairfaxSH","Sped-Deaf And Hard Of Hearing",44457
"FairfaxSH","Sped-Ima Allocation To Schools",1645
"FairfaxSH","Sped-Teacher-Resource Specialist Program",349156
"FairfaxSH","Sped-Teacher-Special Day Program",959289
"FairfaxSH","Substitutes-Day To Day And Long-Term",1322
"FairfaxSH","Substitutes-Day To Day And Long-Term",6611
"FairfaxSH","Substitutes-Day To Day And Long-Term",165500
"FairfaxSH","Teacher - Library Media",98954
"FairfaxSH","Teacher Academic Differentials",8364
"FairfaxSH","Teacher Assistants",25654
"FairfaxSH","Teachers",1617
"FairfaxSH","Teachers",55389
"FairfaxSH","Teachers",468205
"FairfaxSH","Teachers",4816411
"FairfaxSH","Temporary Personnel Account",33456
"FairfaxSH","Transportation",3333
"FairfaxVisArtMag","Clerical Substitutes",711
"FairfaxVisArtMag","General Supplies",6409
"FairfaxVisArtMag","Instructional Materials",8294
"FairfaxVisArtMag","Magnet Schools Resources",6409
"FairfaxVisArtMag","Magnet Schools Resources",113323
"FairfaxVisArtMag","Sped-Allocation To Schools For Compliance",1084
"FairfaxVisArtMag","Sped-Ima Allocation To Schools",26
"FairfaxVisArtMag","Substitutes-Day To Day And Long-Term",46340
"FairfaxVisArtMag","Teachers",1357214
"FarmdaleEL","Administrators (Principals & Assistant Principals)",140384
"FarmdaleEL","Advisors",59416
"FarmdaleEL","Afterschool Programs",1615
"FarmdaleEL","Afterschool Programs",82664
"FarmdaleEL","Arts Program",38196
"FarmdaleEL","Cafeteria",150789
"FarmdaleEL","Campus Aides",21030
"FarmdaleEL","Categorical Program Advisors",58762
"FarmdaleEL","Certificated Supplemental Time (X, Z, & Professional Development)",2788
"FarmdaleEL","Certificated Supplemental Time (X, Z, & Professional Development)",12431
"FarmdaleEL","Clerical Substitutes",810
"FarmdaleEL","Clerical Support",119240
"FarmdaleEL","Common Core State Standards",21570
"FarmdaleEL","Coordinators",98954
"FarmdaleEL","Custodial Supplies",4026
"FarmdaleEL","Custodians",127062
"FarmdaleEL","Differentials/Longevities",717
"FarmdaleEL","Differentials/Longevities",1435
"FarmdaleEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FarmdaleEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FarmdaleEL","English Learner Implementation And Support",10515
"FarmdaleEL","General Supplies",8109
"FarmdaleEL","Indirect Cost",4133
"FarmdaleEL","Instructional Materials",1000
"FarmdaleEL","Instructional Materials",6171
"FarmdaleEL","Instructional Materials",6672
"FarmdaleEL","Instructional Materials",13072
"FarmdaleEL","Instructional Materials",13928
"FarmdaleEL","Nurses",19790
"FarmdaleEL","Parent Involvement",4908
"FarmdaleEL","Parent Involvement",6735
"FarmdaleEL","Physical Education Teacher Incentive",18728
"FarmdaleEL","Psychiatric Social Workers",41758
"FarmdaleEL","Psychologists",5220
"FarmdaleEL","School Readiness Language Development Program",108571
"FarmdaleEL","Sped-Allocation To Schools For Compliance",7905
"FarmdaleEL","Sped-Assistants",43117
"FarmdaleEL","Sped-Assistants",542003
"FarmdaleEL","Sped-Assistants-Preschool",46174
"FarmdaleEL","Sped-Ima Allocation To Schools",1173
"FarmdaleEL","Sped-Teacher-Resource Specialist Program",92166
"FarmdaleEL","Sped-Teacher-Special Day Program",505784
"FarmdaleEL","Sped-Teacher-Special Day Program-Preschool",168748
"FarmdaleEL","Substitutes-Day To Day And Long-Term",3960
"FarmdaleEL","Substitutes-Day To Day And Long-Term",56270
"FarmdaleEL","Teacher Assistants",27735
"FarmdaleEL","Teacher Assistants",40562
"FarmdaleEL","Teachers",296862
"FarmdaleEL","Teachers",1645610
"FarmdaleEL","Temporary Personnel Account",10494
"FernangelesEL","Administrators (Principals & Assistant Principals)",143738
"FernangelesEL","Advisors",59740
"FernangelesEL","Advisors",98954
"FernangelesEL","Afterschool Programs",897
"FernangelesEL","Afterschool Programs",2153
"FernangelesEL","Afterschool Programs",17356
"FernangelesEL","Afterschool Programs",105930
"FernangelesEL","Arts Program",38196
"FernangelesEL","Cafeteria",262652
"FernangelesEL","Campus Aides",21030
"FernangelesEL","Categorical Program Advisors",58763
"FernangelesEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"FernangelesEL","Certificated Supplemental Time (X, Z, & Professional Development)",5672
"FernangelesEL","Certificated Supplemental Time (X, Z, & Professional Development)",14802
"FernangelesEL","Certificated Supplemental Time (X, Z, & Professional Development)",19686
"FernangelesEL","Clerical Substitutes",1381
"FernangelesEL","Clerical Support",1384
"FernangelesEL","Clerical Support",3120
"FernangelesEL","Clerical Support",179494
"FernangelesEL","Coaches Instructional",22097
"FernangelesEL","Coaches Instructional",50217
"FernangelesEL","Coaches Instructional",51079
"FernangelesEL","Coaches Instructional",81342
"FernangelesEL","Custodial Overtime & Relief",1500
"FernangelesEL","Custodial Supplies",4885
"FernangelesEL","Custodians",38180
"FernangelesEL","Custodians",127062
"FernangelesEL","Differentials/Longevities",1581
"FernangelesEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FernangelesEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FernangelesEL","General Supplies",12512
"FernangelesEL","Indirect Cost",913
"FernangelesEL","Indirect Cost",5297
"FernangelesEL","Instructional Aides",47333
"FernangelesEL","Instructional Materials",1000
"FernangelesEL","Instructional Materials",4930
"FernangelesEL","Instructional Materials",9729
"FernangelesEL","Instructional Materials",11472
"FernangelesEL","Instructional Materials",88517
"FernangelesEL","Library Aides",11470
"FernangelesEL","Nurses",19790
"FernangelesEL","Nurses",79161
"FernangelesEL","Parent Involvement",8040
"FernangelesEL","Parent Involvement",15924
"FernangelesEL","Psychiatric Social Workers",83521
"FernangelesEL","Psychologists",5220
"FernangelesEL","Psychologists",52201
"FernangelesEL","School Readiness Language Development Program",115420
"FernangelesEL","Sped-Allocation To Schools For Compliance",4718
"FernangelesEL","Sped-Assistants",205578
"FernangelesEL","Sped-Ima Allocation To Schools",243
"FernangelesEL","Sped-Teacher-Resource Specialist Program",164855
"FernangelesEL","Sped-Teacher-Special Day Program",181301
"FernangelesEL","Substitutes-Day To Day And Long-Term",8264
"FernangelesEL","Substitutes-Day To Day And Long-Term",12562
"FernangelesEL","Substitutes-Day To Day And Long-Term",95990
"FernangelesEL","Teacher Assistants",17106
"FernangelesEL","Teacher Assistants",29933
"FernangelesEL","Teacher Assistants",42765
"FernangelesEL","Teachers",13233
"FernangelesEL","Teachers",197908
"FernangelesEL","Teachers",2864000
"FernangelesEL","Temporary Personnel Account",16192
"FernangelesSPS","Early Childhood Development",129224
"FernangelesSPS","Indirect Cost",6707
"FigueroaEL","Administrators (Principals & Assistant Principals)",136344
"FigueroaEL","Advisors",51288
"FigueroaEL","Afterschool Programs",748
"FigueroaEL","Afterschool Programs",1615
"FigueroaEL","Afterschool Programs",11819
"FigueroaEL","Afterschool Programs",77914
"FigueroaEL","Arts Program",38196
"FigueroaEL","Cafeteria",112032
"FigueroaEL","Campus Aides",21030
"FigueroaEL","Categorical Program Advisors",58763
"FigueroaEL","Certificated Supplemental Time (X, Z, & Professional Development)",2299
"FigueroaEL","Certificated Supplemental Time (X, Z, & Professional Development)",34000
"FigueroaEL","Clerical Support",116724
"FigueroaEL","Coaches Instructional",81725
"FigueroaEL","Common Core State Standards",32200
"FigueroaEL","Custodial Supplies",3870
"FigueroaEL","Custodians",127062
"FigueroaEL","Differentials/Longevities",718
"FigueroaEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FigueroaEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FigueroaEL","General Supplies",15000
"FigueroaEL","Indirect Cost",628
"FigueroaEL","Indirect Cost",3896
"FigueroaEL","Instructional Materials",24925
"FigueroaEL","Instructional Materials",35000
"FigueroaEL","Instructional Materials",39184
"FigueroaEL","Library Aides",10283
"FigueroaEL","Nurses",19790
"FigueroaEL","Parent Involvement",4524
"FigueroaEL","Psychologists",5220
"FigueroaEL","Psychologists",20880
"FigueroaEL","Sped-Allocation To Schools For Compliance",2805
"FigueroaEL","Sped-Assistants",92348
"FigueroaEL","Sped-Educationally Related Mental Health Services",189729
"FigueroaEL","Sped-Ima Allocation To Schools",319
"FigueroaEL","Sped-Teacher-Resource Specialist Program",100075
"FigueroaEL","Sped-Teacher-Special Day Program",92166
"FigueroaEL","Substitutes-Day To Day And Long-Term",32735
"FigueroaEL","Substitutes-Day To Day And Long-Term",37072
"FigueroaEL","Teacher Assistants",12827
"FigueroaEL","Teacher Assistants",12827
"FigueroaEL","Teachers",1568862
"FirstStStatePreSc","Early Childhood Development",118229
"FishburnEL","Administrators (Principals & Assistant Principals)",138119
"FishburnEL","Advisors",101697
"FishburnEL","Arts Program",38196
"FishburnEL","Cafeteria",229982
"FishburnEL","Campus Aides",21030
"FishburnEL","Certificated Supplemental Time (X, Z, & Professional Development)",3618
"FishburnEL","Certificated Supplemental Time (X, Z, & Professional Development)",4366
"FishburnEL","Certificated Supplemental Time (X, Z, & Professional Development)",69881
"FishburnEL","Clerical Substitutes",1173
"FishburnEL","Clerical Support",1000
"FishburnEL","Clerical Support",109865
"FishburnEL","Counselors, Pupil Services & Attendance (Psa)",20880
"FishburnEL","Custodial Overtime & Relief",1000
"FishburnEL","Custodial Supplies",5094
"FishburnEL","Custodians",38180
"FishburnEL","Custodians",121689
"FishburnEL","General Supplies",10625
"FishburnEL","Instructional Materials",1000
"FishburnEL","Instructional Materials",9712
"FishburnEL","Instructional Materials",47383
"FishburnEL","Instructional Materials",51692
"FishburnEL","Nurses",19790
"FishburnEL","Parent Involvement",5998
"FishburnEL","Parent Involvement",6444
"FishburnEL","Psychologists",5220
"FishburnEL","Psychologists",20880
"FishburnEL","School Readiness Language Development Program",118986
"FishburnEL","Sped-Allocation To Schools For Compliance",4845
"FishburnEL","Sped-Assistants",240848
"FishburnEL","Sped-Ima Allocation To Schools",510
"FishburnEL","Sped-Teacher-Resource Specialist Program",101697
"FishburnEL","Sped-Teacher-Special Day Program",187137
"FishburnEL","Sped-Teacher-Special Day Program-Preschool",75739
"FishburnEL","Substitutes-Day To Day And Long-Term",16282
"FishburnEL","Substitutes-Day To Day And Long-Term",82750
"FishburnEL","Teacher Assistants",151099
"FishburnEL","Teachers",2437408
"FishburnEL","Temporary Personnel Account",4443
"FishburnEL","Temporary Personnel Account",13750
"FlemingMS","Accelerated Academic Literacy",30606
"FlemingMS","Administrators (Principals & Assistant Principals)",125589
"FlemingMS","Administrators (Principals & Assistant Principals)",388388
"FlemingMS","Cafeteria",322748
"FlemingMS","Campus Aides",94630
"FlemingMS","Categorical Program Advisors",100390
"FlemingMS","Certificated Supplemental Time (X, Z, & Professional Development)",840
"FlemingMS","Certificated Supplemental Time (X, Z, & Professional Development)",1805
"FlemingMS","Certificated Supplemental Time (X, Z, & Professional Development)",21458
"FlemingMS","Certificated Supplemental Time (X, Z, & Professional Development)",24081
"FlemingMS","Classified Overtime, X & Z Time",3500
"FlemingMS","Clerical Substitutes",2151
"FlemingMS","Clerical Support",56673
"FlemingMS","Clerical Support",238655
"FlemingMS","Coaches Instructional",21773
"FlemingMS","Coaches Instructional",58908
"FlemingMS","Coaches Instructional",80163
"FlemingMS","Common Core State Standards",111090
"FlemingMS","Counseling Time (Registration)",4921
"FlemingMS","Counselors",98954
"FlemingMS","Counselors",200651
"FlemingMS","Custodial Supplies",11866
"FlemingMS","Custodians",331245
"FlemingMS","Employee Benefits/Adjustments/Public Employee Retirements",-8568
"FlemingMS","Financial Managers",36819
"FlemingMS","General Supplies",20604
"FlemingMS","Instructional Aides",37474
"FlemingMS","Instructional Materials",21316
"FlemingMS","Instructional Materials",23573
"FlemingMS","Instructional Materials",28720
"FlemingMS","Mileage & Tuition Reimbursement",31
"FlemingMS","Nurses",19790
"FlemingMS","Nurses",79161
"FlemingMS","Parent Involvement",12960
"FlemingMS","Parent Involvement",13848
"FlemingMS","Psychologists",8352
"FlemingMS","Psychologists",31321
"FlemingMS","Sped-Allocation To Schools For Compliance",11220
"FlemingMS","Sped-Assistants",54895
"FlemingMS","Sped-Assistants",623813
"FlemingMS","Sped-Ima Allocation To Schools",1135
"FlemingMS","Sped-Teacher-Resource Specialist Program",373359
"FlemingMS","Sped-Teacher-Special Day Program",633420
"FlemingMS","Substitutes-Day To Day And Long-Term",3306
"FlemingMS","Substitutes-Day To Day And Long-Term",11240
"FlemingMS","Substitutes-Day To Day And Long-Term",125780
"FlemingMS","Teacher - Library Media",98954
"FlemingMS","Teacher Academic Differentials",4548
"FlemingMS","Teachers",187282
"FlemingMS","Teachers",3598289
"FlemingMS","Temporary Personnel Account",24256
"FlemingMSM/S/Tech","Clerical Substitutes",584
"FlemingMSM/S/Tech","General Supplies",5168
"FlemingMSM/S/Tech","Instructional Materials",5624
"FlemingMSM/S/Tech","Magnet Schools Resources",5168
"FlemingMSM/S/Tech","Magnet Schools Resources",63563
"FlemingMSM/S/Tech","Sped-Allocation To Schools For Compliance",1212
"FlemingMSM/S/Tech","Sped-Ima Allocation To Schools",64
"FlemingMSM/S/Tech","Substitutes-Day To Day And Long-Term",36410
"FlemingMSM/S/Tech","Teachers",1052782
"FletcherDrEL","Administrators (Principals & Assistant Principals)",139630
"FletcherDrEL","Advisors",59416
"FletcherDrEL","Afterschool Programs",897
"FletcherDrEL","Afterschool Programs",1615
"FletcherDrEL","Afterschool Programs",14183
"FletcherDrEL","Afterschool Programs",77491
"FletcherDrEL","Arts Program",19098
"FletcherDrEL","Cafeteria",112032
"FletcherDrEL","Campus Aides",21030
"FletcherDrEL","Categorical Program Advisors",58763
"FletcherDrEL","Certificated Supplemental Time (X, Z, & Professional Development)",420
"FletcherDrEL","Certificated Supplemental Time (X, Z, & Professional Development)",5900
"FletcherDrEL","Clerical Substitutes",672
"FletcherDrEL","Clerical Support",124665
"FletcherDrEL","Common Core State Standards",27230
"FletcherDrEL","Custodial Supplies",3600
"FletcherDrEL","Custodians",121689
"FletcherDrEL","Differentials/Longevities",718
"FletcherDrEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FletcherDrEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"FletcherDrEL","General Supplies",5337
"FletcherDrEL","Indirect Cost",754
"FletcherDrEL","Indirect Cost",3875
"FletcherDrEL","Instructional Materials",500
"FletcherDrEL","Instructional Materials",5632
"FletcherDrEL","Instructional Materials",8251
"FletcherDrEL","Instructional Materials",34667
"FletcherDrEL","Library Aides",11470
"FletcherDrEL","Nurses",19790
"FletcherDrEL","Nurses",19791
"FletcherDrEL","Nurses",19791
"FletcherDrEL","Parent Involvement",800
"FletcherDrEL","Parent Involvement",3996
"FletcherDrEL","Psychologists",5220
"FletcherDrEL","Psychologists",10441
"FletcherDrEL","Psychologists",10441
"FletcherDrEL","School Readiness Language Development Program",112137
"FletcherDrEL","Sped-Allocation To Schools For Compliance",2550
"FletcherDrEL","Sped-Assistants",95674
"FletcherDrEL","Sped-Ima Allocation To Schools",141
"FletcherDrEL","Sped-Teacher-Resource Specialist Program",101697
"FletcherDrEL","Sped-Teacher-Special Day Program",101697
"FletcherDrEL","Substitutes-Day To Day And Long-Term",3300
"FletcherDrEL","Substitutes-Day To Day And Long-Term",6600
"FletcherDrEL","Substitutes-Day To Day And Long-Term",46340
"FletcherDrEL","Teacher Assistants",1362
"FletcherDrEL","Teacher Assistants",72937
"FletcherDrEL","Teachers",1431180
"FletcherDrEL","Telephone",25
"FletcherDrEL","Temporary Personnel Account",7942
"FlorenceEL","Administrators (Principals & Assistant Principals)",141475
"FlorenceEL","Advisors",95494
"FlorenceEL","Arts Program",38196
"FlorenceEL","Cafeteria",232210
"FlorenceEL","Campus Aides",21030
"FlorenceEL","Categorical Program Advisors",100390
"FlorenceEL","Certificated Supplemental Time (X, Z, & Professional Development)",10000
"FlorenceEL","Certificated Supplemental Time (X, Z, & Professional Development)",15000
"FlorenceEL","Classified Overtime, X & Z Time",3000
"FlorenceEL","Clerical Substitutes",1400
"FlorenceEL","Clerical Support",179494
"FlorenceEL","Common Core State Standards",19302
"FlorenceEL","Counselors, Pupil Services & Attendance (Psa)",41760
"FlorenceEL","Custodial Overtime & Relief",2000
"FlorenceEL","Custodial Supplies",200
"FlorenceEL","Custodial Supplies",5727
"FlorenceEL","Custodians",165710
"FlorenceEL","Differentials/Longevities",3436
"FlorenceEL","General Supplies",13141
"FlorenceEL","Instructional Materials",1000
"FlorenceEL","Instructional Materials",10376
"FlorenceEL","Instructional Materials",11568
"FlorenceEL","Instructional Materials",12392
"FlorenceEL","Nurses",19790
"FlorenceEL","Parent Involvement",3073
"FlorenceEL","Parent Involvement",8796
"FlorenceEL","Psychologists",5220
"FlorenceEL","Psychologists",41760
"FlorenceEL","School Readiness Language Development Program",98517
"FlorenceEL","Sped-Allocation To Schools For Compliance",7587
"FlorenceEL","Sped-Assistants",99000
"FlorenceEL","Sped-Assistants",252895
"FlorenceEL","Sped-Assistants-Preschool",327082
"FlorenceEL","Sped-Ima Allocation To Schools",1122
"FlorenceEL","Sped-Teacher-Resource Specialist Program",99698
"FlorenceEL","Sped-Teacher-Special Day Program",439862
"FlorenceEL","Sped-Teacher-Special Day Program-Preschool",364658
"FlorenceEL","Substitutes-Day To Day And Long-Term",4624
"FlorenceEL","Substitutes-Day To Day And Long-Term",16550
"FlorenceEL","Substitutes-Day To Day And Long-Term",51810
"FlorenceEL","Substitutes-Day To Day And Long-Term",92680
"FlorenceEL","Teacher Assistants",83388
"FlorenceEL","Teachers",95494
"FlorenceEL","Teachers",98954
"FlorenceEL","Teachers",2709712
"FlorenceEL","Temporary Personnel Account",17006
"FlorenceGJoynerEL","Administrators (Principals & Assistant Principals)",0
"FlorenceGJoynerEL","Administrators (Principals & Assistant Principals)",80112
"FlorenceGJoynerEL","Administrators (Principals & Assistant Principals)",143738
"FlorenceGJoynerEL","Afterschool Programs",1615
"FlorenceGJoynerEL","Afterschool Programs",72115
"FlorenceGJoynerEL","Arts Program",38196
"FlorenceGJoynerEL","Cafeteria",240525
"FlorenceGJoynerEL","Campus Aides",50730
"FlorenceGJoynerEL","Categorical Program Advisors",100390
"FlorenceGJoynerEL","Certificated Supplemental Time (X, Z, & Professional Development)",1041
"FlorenceGJoynerEL","Certificated Supplemental Time (X, Z, & Professional Development)",2006
"FlorenceGJoynerEL","Clerical Support",3000
"FlorenceGJoynerEL","Clerical Support",124665
"FlorenceGJoynerEL","Counselors, Pupil Services & Attendance (Psa)",52201
"FlorenceGJoynerEL","Custodial Overtime & Relief",4000
"FlorenceGJoynerEL","Custodial Supplies",6136
"FlorenceGJoynerEL","Custodians",162532
"FlorenceGJoynerEL","General Supplies",4895
"FlorenceGJoynerEL","Indirect Cost",3606
"FlorenceGJoynerEL","Instructional Aides",10515
"FlorenceGJoynerEL","Instructional Materials",1000
"FlorenceGJoynerEL","Instructional Materials",2400
"FlorenceGJoynerEL","Instructional Materials",15910
"FlorenceGJoynerEL","Instructional Materials",17588
"FlorenceGJoynerEL","Instructional Materials",31607
"FlorenceGJoynerEL","Library Aides",10283
"FlorenceGJoynerEL","Nurses",19790
"FlorenceGJoynerEL","Nurses",79161
"FlorenceGJoynerEL","Parent Involvement",7084
"FlorenceGJoynerEL","Parent Involvement",7284
"FlorenceGJoynerEL","Parent Involvement",15000
"FlorenceGJoynerEL","Psychologists",5220
"FlorenceGJoynerEL","Psychologists",93961
"FlorenceGJoynerEL","School Readiness Language Development Program",105243
"FlorenceGJoynerEL","Sped-Allocation To Schools For Compliance",6312
"FlorenceGJoynerEL","Sped-Assistants",46174
